arid_temp1,arid_temp2,arid_temp3,arid_temp4,arid_temp5
a.gal10.n,2,,,0.0158374062872273
a.gal10.n,2.01,,,0.0158778448038623
a.gal10.n,2.02,,,0.0159183732062632
a.gal10.n,2.03,,,0.015958991655707
a.gal10.n,2.04,,,0.015999700313655
a.gal10.n,2.05,,,0.016040499341753
a.gal10.n,2.06,,,0.0160813889018311
a.gal10.n,2.07,,,0.0161223691559035
a.gal10.n,2.08,,,0.0161634402661686
a.gal10.n,2.09,,,0.016204602395009
a.gal10.n,2.1,,,0.0162458557049911
a.gal10.n,2.11,,,0.0162872003588653
a.gal10.n,2.12,,,0.016328636519566
a.gal10.n,2.13,,,0.0163701643502109
a.gal10.n,2.14,,,0.0164117840141019
a.gal10.n,2.15,,,0.0164534956747241
a.gal10.n,2.16,,,0.0164952994957464
a.gal10.n,2.17,,,0.0165371956410209
a.gal10.n,2.18,,,0.0165791842745832
a.gal10.n,2.19,,,0.0166212655606521
a.gal10.n,2.2,,,0.0166634396636294
a.gal10.n,2.21,,,0.0167057067481003
a.gal10.n,2.22,,,0.0167480669788327
a.gal10.n,2.23,,,0.0167905205207776
a.gal10.n,2.24,,,0.0168330675390687
a.gal10.n,2.25,,,0.0168757081990224
a.gal10.n,2.26,,,0.0169184426661379
a.gal10.n,2.27,,,0.0169612711060967
a.gal10.n,2.28,,,0.0170041936847628
a.gal10.n,2.29,,,0.0170472105681827
a.gal10.n,2.3,,,0.0170903219225849
a.gal10.n,2.31,,,0.0171335279143803
a.gal10.n,2.32,,,0.0171768287101614
a.gal10.n,2.33,,,0.0172202244767033
a.gal10.n,2.34,,,0.0172637153809624
a.gal10.n,2.35,,,0.0173073015900771
a.gal10.n,2.36,,,0.0173509832713673
a.gal10.n,2.37,,,0.0173947605923346
a.gal10.n,2.38,,,0.0174386337206618
a.gal10.n,2.39,,,0.0174826028242132
a.gal10.n,2.4,,,0.0175266680710344
a.gal10.n,2.41,,,0.0175708296293518
a.gal10.n,2.42,,,0.017615087667573
a.gal10.n,2.43,,,0.0176594423542866
