Species,T,Nu,,Species,T,Nu
a.gal1.s,20.24,0.3817653191,,a.gal10.n,20.24,0.4105679653
a.gal1.s,20.25,0.3818666367,,a.gal10.n,20.25,0.4109862685
a.gal1.s,20.26,0.3819678821,,a.gal10.n,20.26,0.4114046523
a.gal1.s,20.27,0.3820690551,,a.gal10.n,20.27,0.4118231163
a.gal1.s,20.28,0.3821701558,,a.gal10.n,20.28,0.4122416597
a.gal1.s,20.29,0.3822711838,,a.gal10.n,20.29,0.4126602819
a.gal1.s,20.3,0.3823721391,,a.gal10.n,20.3,0.4130789823
a.gal1.s,20.31,0.3824730216,,a.gal10.n,20.31,0.4134977603
a.gal1.s,20.32,0.3825738312,,a.gal10.n,20.32,0.4139166152
a.gal1.s,20.33,0.3826745677,,a.gal10.n,20.33,0.4143355465
a.gal1.s,20.34,0.382775231,,a.gal10.n,20.34,0.4147545535
a.gal1.s,20.35,0.382875821,,a.gal10.n,20.35,0.4151736355
a.gal1.s,20.36,0.3829763375,,a.gal10.n,20.36,0.415592792
a.gal1.s,20.37,0.3830767804,,a.gal10.n,20.37,0.4160120223
a.gal1.s,20.38,0.3831771496,,a.gal10.n,20.38,0.4164313258
a.gal1.s,20.39,0.383277445,,a.gal10.n,20.39,0.4168507019
a.gal1.s,20.4,0.3833776665,,a.gal10.n,20.4,0.4172701498
a.gal1.s,20.41,0.3834778138,,a.gal10.n,20.41,0.4176896691
a.gal1.s,20.42,0.3835778869,,a.gal10.n,20.42,0.418109259
a.gal1.s,20.43,0.3836778856,,a.gal10.n,20.43,0.4185289189
a.gal1.s,20.44,0.3837778098,,a.gal10.n,20.44,0.4189486482
a.gal1.s,20.45,0.3838776594,,a.gal10.n,20.45,0.4193684463
a.gal1.s,20.46,0.3839774343,,a.gal10.n,20.46,0.4197883125
a.gal1.s,20.47,0.3840771342,,a.gal10.n,20.47,0.4202082461
a.gal1.s,20.48,0.3841767592,,a.gal10.n,20.48,0.4206282466
a.gal1.s,20.49,0.3842763089,,a.gal10.n,20.49,0.4210483133
a.gal1.s,20.5,0.3843757833,,a.gal10.n,20.5,0.4214684456
a.gal1.s,20.51,0.3844751823,,a.gal10.n,20.51,0.4218886428
a.gal1.s,20.52,0.3845745057,,a.gal10.n,20.52,0.4223089042
a.gal1.s,20.53,0.3846737534,,a.gal10.n,20.53,0.4227292293
a.gal1.s,20.54,0.3847729252,,a.gal10.n,20.54,0.4231496174
a.gal1.s,20.55,0.384872021,,a.gal10.n,20.55,0.4235700678
a.gal1.s,20.56,0.3849710406,,a.gal10.n,20.56,0.42399058
a.gal1.s,20.57,0.3850699839,,a.gal10.n,20.57,0.4244111532
a.gal1.s,20.58,0.3851688508,,a.gal10.n,20.58,0.4248317868
a.gal1.s,20.59,0.3852676411,,a.gal10.n,20.59,0.4252524802
a.gal1.s,20.6,0.3853663547,,a.gal10.n,20.6,0.4256732327
a.gal1.s,20.61,0.3854649914,,a.gal10.n,20.61,0.4260940436
a.gal1.s,20.62,0.385563551,,a.gal10.n,20.62,0.4265149124
a.gal1.s,20.63,0.3856620335,,a.gal10.n,20.63,0.4269358384
a.gal1.s,20.64,0.3857604387,,a.gal10.n,20.64,0.4273568209
a.gal1.s,20.65,0.3858587663,,a.gal10.n,20.65,0.4277778592
a.gal1.s,20.66,0.3859570163,,a.gal10.n,20.66,0.4281989528
a.gal1.s,20.67,0.3860551886,,a.gal10.n,20.67,0.4286201009
a.gal1.s,20.68,0.3861532829,,a.gal10.n,20.68,0.4290413029
a.gal1.s,20.69,0.3862512991,,a.gal10.n,20.69,0.4294625582
a.gal1.s,20.7,0.386349237,,a.gal10.n,20.7,0.4298838661
a.gal1.s,20.71,0.3864470966,,a.gal10.n,20.71,0.4303052259
a.gal1.s,20.72,0.3865448775,,a.gal10.n,20.72,0.430726637
a.gal1.s,20.73,0.3866425798,,a.gal10.n,20.73,0.4311480988
a.gal1.s,20.74,0.3867402031,,a.gal10.n,20.74,0.4315696105
a.gal1.s,20.75,0.3868377474,,a.gal10.n,20.75,0.4319911715
a.gal1.s,20.76,0.3869352125,,a.gal10.n,20.76,0.4324127811
a.gal1.s,20.77,0.3870325982,,a.gal10.n,20.77,0.4328344388
a.gal1.s,20.78,0.3871299044,,a.gal10.n,20.78,0.4332561438
a.gal1.s,20.79,0.3872271308,,a.gal10.n,20.79,0.4336778954
a.gal1.s,20.8,0.3873242774,,a.gal10.n,20.8,0.434099693
a.gal1.s,20.81,0.387421344,,a.gal10.n,20.81,0.434521536
a.gal1.s,20.82,0.3875183303,,a.gal10.n,20.82,0.4349434236
a.gal1.s,20.83,0.3876152362,,a.gal10.n,20.83,0.4353653553
a.gal1.s,20.84,0.3877120616,,a.gal10.n,20.84,0.4357873303
a.gal1.s,20.85,0.3878088062,,a.gal10.n,20.85,0.4362093479
a.gal1.s,20.86,0.38790547,,a.gal10.n,20.86,0.4366314076
a.gal1.s,20.87,0.3880020526,,a.gal10.n,20.87,0.4370535086
a.gal1.s,20.88,0.388098554,,a.gal10.n,20.88,0.4374756502
a.gal1.s,20.89,0.388194974,,a.gal10.n,20.89,0.4378978319
a.gal1.s,20.9,0.3882913123,,a.gal10.n,20.9,0.4383200529
a.gal1.s,20.91,0.3883875689,,a.gal10.n,20.91,0.4387423125
a.gal1.s,20.92,0.3884837434,,a.gal10.n,20.92,0.4391646101
a.gal1.s,20.93,0.3885798358,,a.gal10.n,20.93,0.4395869451
a.gal1.s,20.94,0.3886758459,,a.gal10.n,20.94,0.4400093166
a.gal1.s,20.95,0.3887717734,,a.gal10.n,20.95,0.4404317241
a.gal1.s,20.96,0.3888676182,,a.gal10.n,20.96,0.4408541669
a.gal1.s,20.97,0.3889633801,,a.gal10.n,20.97,0.4412766443
a.gal1.s,20.98,0.3890590589,,a.gal10.n,20.98,0.4416991557
a.gal1.s,20.99,0.3891546544,,a.gal10.n,20.99,0.4421217003
a.gal1.s,21,0.3892501664,,a.gal10.n,21,0.4425442774
a.gal1.s,21.01,0.3893455947,,a.gal10.n,21.01,0.4429668865
a.gal1.s,21.02,0.3894409392,,a.gal10.n,21.02,0.4433895268
a.gal1.s,21.03,0.3895361995,,a.gal10.n,21.03,0.4438121976
a.gal1.s,21.04,0.3896313756,,a.gal10.n,21.04,0.4442348983
a.gal1.s,21.05,0.3897264673,,a.gal10.n,21.05,0.4446576282
a.gal1.s,21.06,0.3898214742,,a.gal10.n,21.06,0.4450803865
a.gal1.s,21.07,0.3899163963,,a.gal10.n,21.07,0.4455031726
a.gal1.s,21.08,0.3900112333,,a.gal10.n,21.08,0.4459259859
a.gal1.s,21.09,0.390105985,,a.gal10.n,21.09,0.4463488256
a.gal1.s,21.1,0.3902006512,,a.gal10.n,21.1,0.4467716911
a.gal1.s,21.11,0.3902952317,,a.gal10.n,21.11,0.4471945816
a.gal1.s,21.12,0.3903897263,,a.gal10.n,21.12,0.4476174965
a.gal1.s,21.13,0.3904841347,,a.gal10.n,21.13,0.4480404352
a.gal1.s,21.14,0.3905784568,,a.gal10.n,21.14,0.4484633968
a.gal1.s,21.15,0.3906726923,,a.gal10.n,21.15,0.4488863807
a.gal1.s,21.16,0.3907668411,,a.gal10.n,21.16,0.4493093862
a.gal1.s,21.17,0.3908609028,,a.gal10.n,21.17,0.4497324127
a.gal1.s,21.18,0.3909548773,,a.gal10.n,21.18,0.4501554595
a.gal1.s,21.19,0.3910487644,,a.gal10.n,21.19,0.4505785258
a.gal1.s,21.2,0.3911425638,,a.gal10.n,21.2,0.4510016109
a.gal1.s,21.21,0.3912362753,,a.gal10.n,21.21,0.4514247142
a.gal1.s,21.22,0.3913298986,,a.gal10.n,21.22,0.451847835
a.gal1.s,21.23,0.3914234337,,a.gal10.n,21.23,0.4522709726
a.gal1.s,21.24,0.3915168801,,a.gal10.n,21.24,0.4526941262
a.gal1.s,21.25,0.3916102377,,a.gal10.n,21.25,0.4531172953
a.gal1.s,21.26,0.3917035062,,a.gal10.n,21.26,0.453540479
a.gal1.s,21.27,0.3917966855,,a.gal10.n,21.27,0.4539636767
a.gal1.s,21.28,0.3918897752,,a.gal10.n,21.28,0.4543868877
a.gal1.s,21.29,0.3919827751,,a.gal10.n,21.29,0.4548101113
a.gal1.s,21.3,0.392075685,,a.gal10.n,21.3,0.4552333468
a.gal1.s,21.31,0.3921685047,,a.gal10.n,21.31,0.4556565935
a.gal1.s,21.32,0.3922612338,,a.gal10.n,21.32,0.4560798507
a.gal1.s,21.33,0.3923538721,,a.gal10.n,21.33,0.4565031177
a.gal1.s,21.34,0.3924464195,,a.gal10.n,21.34,0.4569263938
a.gal1.s,21.35,0.3925388756,,a.gal10.n,21.35,0.4573496783
a.gal1.s,21.36,0.3926312401,,a.gal10.n,21.36,0.4577729704
a.gal1.s,21.37,0.3927235129,,a.gal10.n,21.37,0.4581962696
a.gal1.s,21.38,0.3928156936,,a.gal10.n,21.38,0.458619575
a.gal1.s,21.39,0.3929077821,,a.gal10.n,21.39,0.459042886
a.gal1.s,21.4,0.3929997779,,a.gal10.n,21.4,0.4594662018
a.gal1.s,21.41,0.393091681,,a.gal10.n,21.41,0.4598895218
a.gal1.s,21.42,0.3931834909,,a.gal10.n,21.42,0.4603128453
a.gal1.s,21.43,0.3932752075,,a.gal10.n,21.43,0.4607361715
a.gal1.s,21.44,0.3933668304,,a.gal10.n,21.44,0.4611594997
a.gal1.s,21.45,0.3934583594,,a.gal10.n,21.45,0.4615828293
a.gal1.s,21.46,0.3935497942,,a.gal10.n,21.46,0.4620061595
a.gal1.s,21.47,0.3936411346,,a.gal10.n,21.47,0.4624294895
a.gal1.s,21.48,0.3937323802,,a.gal10.n,21.48,0.4628528188
a.gal1.s,21.49,0.3938235307,,a.gal10.n,21.49,0.4632761466
a.gal1.s,21.5,0.3939145859,,a.gal10.n,21.5,0.4636994721
a.gal1.s,21.51,0.3940055456,,a.gal10.n,21.51,0.4641227946
a.gal1.s,21.52,0.3940964093,,a.gal10.n,21.52,0.4645461136
a.gal1.s,21.53,0.3941871768,,a.gal10.n,21.53,0.4649694281
a.gal1.s,21.54,0.3942778478,,a.gal10.n,21.54,0.4653927375
a.gal1.s,21.55,0.394368422,,a.gal10.n,21.55,0.4658160412
a.gal1.s,21.56,0.3944588992,,a.gal10.n,21.56,0.4662393383
a.gal1.s,21.57,0.3945492789,,a.gal10.n,21.57,0.4666626282
a.gal1.s,21.58,0.394639561,,a.gal10.n,21.58,0.4670859101
a.gal1.s,21.59,0.394729745,,a.gal10.n,21.59,0.4675091833
a.gal1.s,21.6,0.3948198307,,a.gal10.n,21.6,0.4679324472
a.gal1.s,21.61,0.3949098178,,a.gal10.n,21.61,0.4683557009
a.gal1.s,21.62,0.394999706,,a.gal10.n,21.62,0.4687789438
a.gal1.s,21.63,0.3950894949,,a.gal10.n,21.63,0.4692021751
a.gal1.s,21.64,0.3951791841,,a.gal10.n,21.64,0.4696253942
a.gal1.s,21.65,0.3952687735,,a.gal10.n,21.65,0.4700486003
a.gal1.s,21.66,0.3953582627,,a.gal10.n,21.66,0.4704717926
a.gal1.s,21.67,0.3954476512,,a.gal10.n,21.67,0.4708949705
a.gal1.s,21.68,0.3955369389,,a.gal10.n,21.68,0.4713181332
a.gal1.s,21.69,0.3956261254,,a.gal10.n,21.69,0.47174128
a.gal1.s,21.7,0.3957152103,,a.gal10.n,21.7,0.4721644103
a.gal1.s,21.71,0.3958041932,,a.gal10.n,21.71,0.4725875231
a.gal1.s,21.72,0.3958930739,,a.gal10.n,21.72,0.4730106179
a.gal1.s,21.73,0.395981852,,a.gal10.n,21.73,0.4734336939
a.gal1.s,21.74,0.3960705272,,a.gal10.n,21.74,0.4738567503
a.gal1.s,21.75,0.3961590991,,a.gal10.n,21.75,0.4742797865
a.gal1.s,21.76,0.3962475673,,a.gal10.n,21.76,0.4747028017
a.gal1.s,21.77,0.3963359315,,a.gal10.n,21.77,0.4751257952
a.gal1.s,21.78,0.3964241913,,a.gal10.n,21.78,0.4755487663
a.gal1.s,21.79,0.3965123464,,a.gal10.n,21.79,0.4759717142
a.gal1.s,21.8,0.3966003963,,a.gal10.n,21.8,0.4763946382
a.gal1.s,21.81,0.3966883408,,a.gal10.n,21.81,0.4768175375
a.gal1.s,21.82,0.3967761795,,a.gal10.n,21.82,0.4772404115
a.gal1.s,21.83,0.3968639119,,a.gal10.n,21.83,0.4776632593
a.gal1.s,21.84,0.3969515377,,a.gal10.n,21.84,0.4780860803
a.gal1.s,21.85,0.3970390566,,a.gal10.n,21.85,0.4785088738
a.gal1.s,21.86,0.397126468,,a.gal10.n,21.86,0.4789316389
a.gal1.s,21.87,0.3972137717,,a.gal10.n,21.87,0.479354375
a.gal1.s,21.88,0.3973009673,,a.gal10.n,21.88,0.4797770813
a.gal1.s,21.89,0.3973880543,,a.gal10.n,21.89,0.4801997571
a.gal1.s,21.9,0.3974750323,,a.gal10.n,21.9,0.4806224017
a.gal1.s,21.91,0.397561901,,a.gal10.n,21.91,0.4810450143
a.gal1.s,21.92,0.39764866,,a.gal10.n,21.92,0.4814675941
a.gal1.s,21.93,0.3977353087,,a.gal10.n,21.93,0.4818901405
a.gal1.s,21.94,0.3978218469,,a.gal10.n,21.94,0.4823126526
a.gal1.s,21.95,0.3979082741,,a.gal10.n,21.95,0.4827351298
a.gal1.s,21.96,0.3979945899,,a.gal10.n,21.96,0.4831575714
a.gal1.s,21.97,0.3980807939,,a.gal10.n,21.97,0.4835799765
a.gal1.s,21.98,0.3981668856,,a.gal10.n,21.98,0.4840023444
a.gal1.s,21.99,0.3982528645,,a.gal10.n,21.99,0.4844246744
a.gal1.s,22,0.3983387304,,a.gal10.n,22,0.4848469658
a.gal1.s,22.01,0.3984244827,,a.gal10.n,22.01,0.4852692178
a.gal1.s,22.02,0.398510121,,a.gal10.n,22.02,0.4856914296
a.gal1.s,22.03,0.3985956448,,a.gal10.n,22.03,0.4861136005
a.gal1.s,22.04,0.3986810538,,a.gal10.n,22.04,0.4865357299
a.gal1.s,22.05,0.3987663473,,a.gal10.n,22.05,0.4869578168
a.gal1.s,22.06,0.3988515251,,a.gal10.n,22.06,0.4873798606
a.gal1.s,22.07,0.3989365866,,a.gal10.n,22.07,0.4878018606
a.gal1.s,22.08,0.3990215314,,a.gal10.n,22.08,0.4882238159
a.gal1.s,22.09,0.399106359,,a.gal10.n,22.09,0.4886457258
a.gal1.s,22.1,0.3991910688,,a.gal10.n,22.1,0.4890675897
a.gal1.s,22.11,0.3992756606,,a.gal10.n,22.11,0.4894894067
a.gal1.s,22.12,0.3993601337,,a.gal10.n,22.12,0.4899111761
a.gal1.s,22.13,0.3994444877,,a.gal10.n,22.13,0.4903328971
a.gal1.s,22.14,0.3995287221,,a.gal10.n,22.14,0.490754569
a.gal1.s,22.15,0.3996128364,,a.gal10.n,22.15,0.4911761911
a.gal1.s,22.16,0.3996968301,,a.gal10.n,22.16,0.4915977625
a.gal1.s,22.17,0.3997807028,,a.gal10.n,22.17,0.4920192826
a.gal1.s,22.18,0.3998644538,,a.gal10.n,22.18,0.4924407506
a.gal1.s,22.19,0.3999480828,,a.gal10.n,22.19,0.4928621657
a.gal1.s,22.2,0.4000315891,,a.gal10.n,22.2,0.4932835272
a.gal1.s,22.21,0.4001149723,,a.gal10.n,22.21,0.4937048343
a.gal1.s,22.22,0.4001982318,,a.gal10.n,22.22,0.4941260862
a.gal1.s,22.23,0.4002813672,,a.gal10.n,22.23,0.4945472823
a.gal1.s,22.24,0.4003643778,,a.gal10.n,22.24,0.4949684218
a.gal1.s,22.25,0.4004472632,,a.gal10.n,22.25,0.4953895038
a.gal1.s,22.26,0.4005300228,,a.gal10.n,22.26,0.4958105277
a.gal1.s,22.27,0.4006126561,,a.gal10.n,22.27,0.4962314927
a.gal1.s,22.28,0.4006951626,,a.gal10.n,22.28,0.496652398
a.gal1.s,22.29,0.4007775416,,a.gal10.n,22.29,0.4970732429
a.gal1.s,22.3,0.4008597926,,a.gal10.n,22.3,0.4974940266
a.gal1.s,22.31,0.400941915,,a.gal10.n,22.31,0.4979147484
a.gal1.s,22.32,0.4010239084,,a.gal10.n,22.32,0.4983354075
a.gal1.s,22.33,0.4011057721,,a.gal10.n,22.33,0.4987560031
a.gal1.s,22.34,0.4011875055,,a.gal10.n,22.34,0.4991765345
a.gal1.s,22.35,0.401269108,,a.gal10.n,22.35,0.4995970009
a.gal1.s,22.36,0.4013505792,,a.gal10.n,22.36,0.5000174016
a.gal1.s,22.37,0.4014319183,,a.gal10.n,22.37,0.5004377357
a.gal1.s,22.38,0.4015131248,,a.gal10.n,22.38,0.5008580026
a.gal1.s,22.39,0.4015941981,,a.gal10.n,22.39,0.5012782015
a.gal1.s,22.4,0.4016751376,,a.gal10.n,22.4,0.5016983316
a.gal1.s,22.41,0.4017559426,,a.gal10.n,22.41,0.5021183921
a.gal1.s,22.42,0.4018366126,,a.gal10.n,22.42,0.5025383823
a.gal1.s,22.43,0.401917147,,a.gal10.n,22.43,0.5029583014
a.gal1.s,22.44,0.401997545,,a.gal10.n,22.44,0.5033781486
a.gal1.s,22.45,0.4020778061,,a.gal10.n,22.45,0.5037979233
a.gal1.s,22.46,0.4021579297,,a.gal10.n,22.46,0.5042176246
a.gal1.s,22.47,0.4022379151,,a.gal10.n,22.47,0.5046372517
a.gal1.s,22.48,0.4023177617,,a.gal10.n,22.48,0.5050568039
a.gal1.s,22.49,0.4023974687,,a.gal10.n,22.49,0.5054762804
a.gal1.s,22.5,0.4024770356,,a.gal10.n,22.5,0.5058956805
a.gal1.s,22.51,0.4025564617,,a.gal10.n,22.51,0.5063150033
a.gal1.s,22.52,0.4026357463,,a.gal10.n,22.52,0.5067342482
a.gal1.s,22.53,0.4027148887,,a.gal10.n,22.53,0.5071534143
a.gal1.s,22.54,0.4027938884,,a.gal10.n,22.54,0.5075725009
a.gal1.s,22.55,0.4028727445,,a.gal10.n,22.55,0.5079915072
a.gal1.s,22.56,0.4029514564,,a.gal10.n,22.56,0.5084104324
a.gal1.s,22.57,0.4030300234,,a.gal10.n,22.57,0.5088292758
a.gal1.s,22.58,0.4031084448,,a.gal10.n,22.58,0.5092480366
a.gal1.s,22.59,0.4031867199,,a.gal10.n,22.59,0.509666714
a.gal1.s,22.6,0.403264848,,a.gal10.n,22.6,0.5100853073
a.gal1.s,22.61,0.4033428283,,a.gal10.n,22.61,0.5105038156
a.gal1.s,22.62,0.4034206602,,a.gal10.n,22.62,0.5109222382
a.gal1.s,22.63,0.4034983429,,a.gal10.n,22.63,0.5113405744
a.gal1.s,22.64,0.4035758757,,a.gal10.n,22.64,0.5117588233
a.gal1.s,22.65,0.4036532578,,a.gal10.n,22.65,0.5121769843
a.gal1.s,22.66,0.4037304885,,a.gal10.n,22.66,0.5125950564
a.gal1.s,22.67,0.403807567,,a.gal10.n,22.67,0.5130130389
a.gal1.s,22.68,0.4038844926,,a.gal10.n,22.68,0.5134309311
a.gal1.s,22.69,0.4039612646,,a.gal10.n,22.69,0.5138487322
a.gal1.s,22.7,0.404037882,,a.gal10.n,22.7,0.5142664414
a.gal1.s,22.71,0.4041143442,,a.gal10.n,22.71,0.514684058
a.gal1.s,22.72,0.4041906504,,a.gal10.n,22.72,0.5151015811
a.gal1.s,22.73,0.4042667998,,a.gal10.n,22.73,0.5155190099
a.gal1.s,22.74,0.4043427916,,a.gal10.n,22.74,0.5159363438
a.gal1.s,22.75,0.404418625,,a.gal10.n,22.75,0.5163535819
a.gal1.s,22.76,0.4044942991,,a.gal10.n,22.76,0.5167707234
a.gal1.s,22.77,0.4045698132,,a.gal10.n,22.77,0.5171877676
a.gal1.s,22.78,0.4046451665,,a.gal10.n,22.78,0.5176047136
a.gal1.s,22.79,0.404720358,,a.gal10.n,22.79,0.5180215608
a.gal1.s,22.8,0.4047953871,,a.gal10.n,22.8,0.5184383083
a.gal1.s,22.81,0.4048702528,,a.gal10.n,22.81,0.5188549553
a.gal1.s,22.82,0.4049449543,,a.gal10.n,22.82,0.5192715011
a.gal1.s,22.83,0.4050194907,,a.gal10.n,22.83,0.5196879449
a.gal1.s,22.84,0.4050938612,,a.gal10.n,22.84,0.5201042859
a.gal1.s,22.85,0.4051680649,,a.gal10.n,22.85,0.5205205232
a.gal1.s,22.86,0.4052421009,,a.gal10.n,22.86,0.5209366563
a.gal1.s,22.87,0.4053159684,,a.gal10.n,22.87,0.5213526842
a.gal1.s,22.88,0.4053896664,,a.gal10.n,22.88,0.5217686061
a.gal1.s,22.89,0.4054631942,,a.gal10.n,22.89,0.5221844213
a.gal1.s,22.9,0.4055365507,,a.gal10.n,22.9,0.5226001291
a.gal1.s,22.91,0.405609735,,a.gal10.n,22.91,0.5230157285
a.gal1.s,22.92,0.4056827463,,a.gal10.n,22.92,0.5234312189
a.gal1.s,22.93,0.4057555836,,a.gal10.n,22.93,0.5238465995
a.gal1.s,22.94,0.405828246,,a.gal10.n,22.94,0.5242618694
a.gal1.s,22.95,0.4059007325,,a.gal10.n,22.95,0.5246770278
a.gal1.s,22.96,0.4059730423,,a.gal10.n,22.96,0.5250920741
a.gal1.s,22.97,0.4060451743,,a.gal10.n,22.97,0.5255070074
a.gal1.s,22.98,0.4061171276,,a.gal10.n,22.98,0.5259218269
a.gal1.s,22.99,0.4061889012,,a.gal10.n,22.99,0.5263365318
a.gal1.s,23,0.4062604942,,a.gal10.n,23,0.5267511214
a.gal1.s,23.01,0.4063319055,,a.gal10.n,23.01,0.5271655948
a.gal1.s,23.02,0.4064031342,,a.gal10.n,23.02,0.5275799513
a.gal1.s,23.03,0.4064741793,,a.gal10.n,23.03,0.5279941901
a.gal1.s,23.04,0.4065450398,,a.gal10.n,23.04,0.5284083104
a.gal1.s,23.05,0.4066157147,,a.gal10.n,23.05,0.5288223114
a.gal1.s,23.06,0.4066862029,,a.gal10.n,23.06,0.5292361923
a.gal1.s,23.07,0.4067565035,,a.gal10.n,23.07,0.5296499524
a.gal1.s,23.08,0.4068266153,,a.gal10.n,23.08,0.5300635907
a.gal1.s,23.09,0.4068965374,,a.gal10.n,23.09,0.5304771066
a.gal1.s,23.1,0.4069662687,,a.gal10.n,23.1,0.5308904993
a.gal1.s,23.11,0.4070358081,,a.gal10.n,23.11,0.531303768
a.gal1.s,23.12,0.4071051546,,a.gal10.n,23.12,0.5317169118
a.gal1.s,23.13,0.4071743071,,a.gal10.n,23.13,0.53212993
a.gal1.s,23.14,0.4072432646,,a.gal10.n,23.14,0.5325428218
a.gal1.s,23.15,0.4073120258,,a.gal10.n,23.15,0.5329555864
a.gal1.s,23.16,0.4073805898,,a.gal10.n,23.16,0.533368223
a.gal1.s,23.17,0.4074489554,,a.gal10.n,23.17,0.5337807308
a.gal1.s,23.18,0.4075171216,,a.gal10.n,23.18,0.534193109
a.gal1.s,23.19,0.4075850871,,a.gal10.n,23.19,0.5346053569
a.gal1.s,23.2,0.4076528508,,a.gal10.n,23.2,0.5350174736
a.gal1.s,23.21,0.4077204117,,a.gal10.n,23.21,0.5354294584
a.gal1.s,23.22,0.4077877686,,a.gal10.n,23.22,0.5358413104
a.gal1.s,23.23,0.4078549203,,a.gal10.n,23.23,0.5362530288
a.gal1.s,23.24,0.4079218656,,a.gal10.n,23.24,0.5366646129
a.gal1.s,23.25,0.4079886034,,a.gal10.n,23.25,0.5370760619
a.gal1.s,23.26,0.4080551326,,a.gal10.n,23.26,0.537487375
a.gal1.s,23.27,0.4081214518,,a.gal10.n,23.27,0.5378985513
a.gal1.s,23.28,0.4081875599,,a.gal10.n,23.28,0.5383095901
a.gal1.s,23.29,0.4082534558,,a.gal10.n,23.29,0.5387204906
a.gal1.s,23.3,0.4083191381,,a.gal10.n,23.3,0.539131252
a.gal1.s,23.31,0.4083846057,,a.gal10.n,23.31,0.5395418735
a.gal1.s,23.32,0.4084498573,,a.gal10.n,23.32,0.5399523543
a.gal1.s,23.33,0.4085148918,,a.gal10.n,23.33,0.5403626936
a.gal1.s,23.34,0.4085797077,,a.gal10.n,23.34,0.5407728906
a.gal1.s,23.35,0.408644304,,a.gal10.n,23.35,0.5411829444
a.gal1.s,23.36,0.4087086792,,a.gal10.n,23.36,0.5415928544
a.gal1.s,23.37,0.4087728322,,a.gal10.n,23.37,0.5420026197
a.gal1.s,23.38,0.4088367616,,a.gal10.n,23.38,0.5424122396
a.gal1.s,23.39,0.4089004662,,a.gal10.n,23.39,0.5428217131
a.gal1.s,23.4,0.4089639446,,a.gal10.n,23.4,0.5432310395
a.gal1.s,23.41,0.4090271956,,a.gal10.n,23.41,0.5436402181
a.gal1.s,23.42,0.4090902178,,a.gal10.n,23.42,0.544049248
a.gal1.s,23.43,0.4091530098,,a.gal10.n,23.43,0.5444581284
a.gal1.s,23.44,0.4092155704,,a.gal10.n,23.44,0.5448668585
a.gal1.s,23.45,0.4092778982,,a.gal10.n,23.45,0.5452754376
a.gal1.s,23.46,0.4093399918,,a.gal10.n,23.46,0.5456838647
a.gal1.s,23.47,0.4094018498,,a.gal10.n,23.47,0.5460921392
a.gal1.s,23.48,0.4094634709,,a.gal10.n,23.48,0.5465002602
a.gal1.s,23.49,0.4095248537,,a.gal10.n,23.49,0.5469082269
a.gal1.s,23.5,0.4095859968,,a.gal10.n,23.5,0.5473160386
a.gal1.s,23.51,0.4096468987,,a.gal10.n,23.51,0.5477236943
a.gal1.s,23.52,0.4097075582,,a.gal10.n,23.52,0.5481311934
a.gal1.s,23.53,0.4097679736,,a.gal10.n,23.53,0.548538535
a.gal1.s,23.54,0.4098281437,,a.gal10.n,23.54,0.5489457183
a.gal1.s,23.55,0.4098880668,,a.gal10.n,23.55,0.5493527425
a.gal1.s,23.56,0.4099477417,,a.gal10.n,23.56,0.5497596069
a.gal1.s,23.57,0.4100071668,,a.gal10.n,23.57,0.5501663105
a.gal1.s,23.58,0.4100663407,,a.gal10.n,23.58,0.5505728527
a.gal1.s,23.59,0.4101252618,,a.gal10.n,23.59,0.5509792325
a.gal1.s,23.6,0.4101839287,,a.gal10.n,23.6,0.5513854493
a.gal1.s,23.61,0.4102423398,,a.gal10.n,23.61,0.5517915021
a.gal1.s,23.62,0.4103004937,,a.gal10.n,23.62,0.5521973903
a.gal1.s,23.63,0.4103583888,,a.gal10.n,23.63,0.5526031129
a.gal1.s,23.64,0.4104160235,,a.gal10.n,23.64,0.5530086692
a.gal1.s,23.65,0.4104733964,,a.gal10.n,23.65,0.5534140584
a.gal1.s,23.66,0.4105305059,,a.gal10.n,23.66,0.5538192797
a.gal1.s,23.67,0.4105873503,,a.gal10.n,23.67,0.5542243323
a.gal1.s,23.68,0.4106439282,,a.gal10.n,23.68,0.5546292154
a.gal1.s,23.69,0.4107002379,,a.gal10.n,23.69,0.5550339281
a.gal1.s,23.7,0.4107562779,,a.gal10.n,23.7,0.5554384697
a.gal1.s,23.71,0.4108120465,,a.gal10.n,23.71,0.5558428393
a.gal1.s,23.72,0.4108675421,,a.gal10.n,23.72,0.5562470362
a.gal1.s,23.73,0.4109227631,,a.gal10.n,23.73,0.5566510596
a.gal1.s,23.74,0.4109777078,,a.gal10.n,23.74,0.5570549086
a.gal1.s,23.75,0.4110323746,,a.gal10.n,23.75,0.5574585825
a.gal1.s,23.76,0.4110867618,,a.gal10.n,23.76,0.5578620804
a.gal1.s,23.77,0.4111408678,,a.gal10.n,23.77,0.5582654015
a.gal1.s,23.78,0.4111946908,,a.gal10.n,23.78,0.558668545
a.gal1.s,23.79,0.4112482293,,a.gal10.n,23.79,0.5590715102
a.gal1.s,23.8,0.4113014813,,a.gal10.n,23.8,0.5594742962
a.gal1.s,23.81,0.4113544454,,a.gal10.n,23.81,0.5598769022
a.gal1.s,23.82,0.4114071196,,a.gal10.n,23.82,0.5602793274
a.gal1.s,23.83,0.4114595024,,a.gal10.n,23.83,0.560681571
